date,maturity_0.33,maturity_0.67,maturity_1.00,maturity_1.50,maturity_2.00,maturity_2.50,maturity_3.00,maturity_3.50,maturity_4.00,maturity_4.50,maturity_5.00,beta0,beta1,beta2,tau
2014-07-25,0.48,0.59,0.71,0.91,1.1,1.28,1.43,1.56,1.67,1.77,1.85,2.6818397415889432,-2.2621690003298487,-2.0770339891570133,0.9788317622667743
2014-07-28,0.48,0.59,0.72,0.92,1.12,1.3,1.45,1.58,1.69,1.78,1.86,2.637790480208166,-2.2125656490072187,-2.1035782564737127,0.9154094243449465
2014-07-29,0.48,0.6,0.72,0.92,1.11,1.29,1.44,1.57,1.68,1.77,1.84,2.628922244608239,-2.2081053638253043,-2.0333537721055874,0.9390975030558119
2014-07-30,0.48,0.59,0.72,0.93,1.13,1.31,1.47,1.6,1.71,1.8,1.89,2.6828371537255964,-2.2583086892161774,-2.1535635432106517,0.9177185951332674
2014-07-31,0.48,0.58,0.71,0.91,1.11,1.3,1.46,1.59,1.7,1.8,1.88,2.686637139995861,-2.242538100232129,-2.2749494155974386,0.9060417826630136
2014-08-01,0.47,0.58,0.7,0.89,1.08,1.26,1.41,1.54,1.65,1.75,1.83,2.6790954402996774,-2.2689075656879525,-2.0674985751233685,1.0006398975789614
2014-08-04,0.48,0.58,0.7,0.88,1.08,1.26,1.41,1.54,1.65,1.74,1.82,2.617355013215363,-2.170405211342084,-2.18793754768115,0.9287994761214221
2014-08-05,0.48,0.59,0.71,0.9,1.1,1.28,1.43,1.56,1.67,1.76,1.85,2.6633679868750666,-2.2346332024570077,-2.1169361440045007,0.956737542238847
2014-08-06,0.48,0.59,0.7,0.89,1.08,1.26,1.41,1.54,1.64,1.73,1.81,2.5858215459259424,-2.1436927957574645,-2.1153353328640616,0.9252477143466773
2014-08-07,0.47,0.57,0.68,0.87,1.06,1.23,1.39,1.51,1.62,1.72,1.8,2.6247548976596167,-2.1962002462180643,-2.14160359581794,0.9709324638812732
2014-08-08,0.47,0.57,0.69,0.88,1.07,1.24,1.39,1.51,1.61,1.7,1.77,2.4934003934606586,-2.060230572136739,-2.069583941101432,0.8854296128161963
2014-08-11,0.47,0.58,0.7,0.9,1.09,1.26,1.41,1.53,1.64,1.72,1.8,2.539455856170263,-2.122725292072391,-2.0139076520275334,0.9084773771112545
2014-08-12,0.48,0.58,0.7,0.9,1.1,1.27,1.42,1.54,1.65,1.73,1.81,2.524470841875633,-2.0757601700363035,-2.142964150458933,0.8594927368925893
2014-08-13,0.45,0.53,0.63,0.81,0.99,1.16,1.31,1.43,1.54,1.63,1.71,2.495905723137277,-2.0581424894217117,-2.216073270081337,0.936915278043581
2014-08-14,0.45,0.53,0.63,0.8,0.98,1.14,1.28,1.41,1.52,1.61,1.7,2.552653905830287,-2.134851638455416,-2.1255823283200894,1.0328252193791734
2014-08-15,0.45,0.52,0.61,0.78,0.94,1.1,1.24,1.36,1.46,1.55,1.63,2.4139281773616608,-1.9778642276852043,-2.1043935405830676,0.9845940210368253
2014-08-18,0.46,0.54,0.65,0.82,0.99,1.16,1.3,1.42,1.53,1.62,1.7,2.509968169265523,-2.084549120518351,-2.0679504742236294,0.9993017123387972
2014-08-19,0.45,0.53,0.63,0.8,0.97,1.13,1.27,1.39,1.5,1.59,1.67,2.489693123567532,-2.0730431674340655,-2.0526837221969556,1.0201865581325567
2014-08-20,0.46,0.55,0.65,0.83,1.0,1.16,1.3,1.42,1.52,1.61,1.69,2.465534227238711,-2.046319271318439,-1.977624607289299,0.9885785322913293
2014-08-21,0.46,0.55,0.65,0.83,1.0,1.16,1.29,1.41,1.51,1.6,1.68,2.444861249418264,-2.031081274383788,-1.9234669957663844,0.9945118450649996
2014-08-22,0.46,0.55,0.66,0.83,1.01,1.16,1.3,1.42,1.52,1.61,1.69,2.4716659307589177,-2.0634229208840593,-1.9101934902025024,1.0112581621668333
2014-08-26,0.46,0.55,0.65,0.82,0.99,1.15,1.28,1.39,1.49,1.57,1.64,2.334870853812613,-1.9068106186723845,-1.906577471454931,0.9263253798414929
2014-08-27,0.46,0.55,0.65,0.82,0.98,1.13,1.26,1.36,1.46,1.54,1.61,2.300645238631295,-1.8886802307986432,-1.7609417797164693,0.967604190093012
2014-08-28,0.46,0.55,0.65,0.82,0.98,1.13,1.26,1.37,1.46,1.54,1.61,2.290936701798211,-1.8740089278533416,-1.7856056355212606,0.9490437882059118
2014-08-29,0.46,0.54,0.64,0.8,0.97,1.12,1.25,1.36,1.45,1.53,1.6,2.2673223188004745,-1.8302435144964528,-1.895354768096472,0.9116006337217811
2014-09-01,0.46,0.54,0.64,0.8,0.96,1.12,1.25,1.36,1.45,1.53,1.61,2.3075520381555283,-1.8755712923921277,-1.8950870664647423,0.9490596506291903
2014-09-02,0.46,0.55,0.65,0.81,0.98,1.13,1.26,1.38,1.48,1.56,1.63,2.3761932283713163,-1.956777856440652,-1.8649074704378141,0.9950620455874676
2014-09-03,0.47,0.55,0.66,0.82,0.99,1.14,1.28,1.4,1.5,1.58,1.66,2.4249816655580063,-1.9941552291264046,-1.9320741681201365,0.9985562693520598
2014-09-04,0.46,0.55,0.65,0.81,0.99,1.15,1.29,1.41,1.52,1.61,1.68,2.4872982396844465,-2.05881339875391,-2.034771283553834,1.004207268506351
2014-09-05,0.46,0.54,0.63,0.79,0.95,1.1,1.24,1.36,1.47,1.56,1.63,2.476998087756394,-2.048383239069306,-2.0049048382089185,1.0713085773683015
2014-09-08,0.45,0.51,0.59,0.74,0.9,1.05,1.18,1.3,1.41,1.5,1.58,2.4284281268664825,-1.9882027203372372,-2.1246165051118355,1.0653990123486827
2014-09-09,0.45,0.52,0.61,0.76,0.92,1.07,1.2,1.32,1.42,1.51,1.59,2.4121942001279857,-1.9885362340045982,-1.991796995084187,1.0676876104775066
2014-09-10,0.45,0.52,0.62,0.77,0.92,1.07,1.2,1.32,1.42,1.51,1.59,2.4429169549044483,-2.0351837213078747,-1.90426884438832,1.124984432027498
2014-09-11,0.45,0.53,0.63,0.79,0.95,1.1,1.23,1.35,1.46,1.55,1.63,2.5036307984428996,-2.1061671325783746,-1.8919042436136189,1.1356480401264366
2014-09-12,0.46,0.54,0.64,0.8,0.96,1.12,1.26,1.38,1.49,1.58,1.66,2.5236142528200056,-2.102200087098049,-2.0104043207248403,1.0832864207524744
2014-09-15,0.46,0.54,0.64,0.79,0.96,1.11,1.25,1.38,1.49,1.58,1.67,2.607793824685265,-2.1912507307020745,-2.0343857526060685,1.1581859339450344
2014-09-16,0.46,0.54,0.63,0.79,0.95,1.11,1.25,1.37,1.48,1.57,1.66,2.552078602782859,-2.1263926926606436,-2.0556663386870357,1.1092048676513702
2014-09-17,0.47,0.55,0.65,0.81,0.97,1.13,1.27,1.39,1.5,1.59,1.67,2.5336142516402322,-2.102200085544006,-2.010404322093138,1.0832864192409628
2014-09-18,0.46,0.55,0.65,0.82,1.0,1.17,1.32,1.45,1.56,1.66,1.74,2.6247927288318578,-2.1954376296913334,-2.180662794778349,1.0362811094367235
2014-09-19,0.47,0.57,0.68,0.87,1.05,1.22,1.37,1.49,1.6,1.7,1.78,2.614745562869358,-2.1987511437969722,-2.0373470254977515,1.0107444325973587
2014-09-22,0.47,0.56,0.67,0.85,1.04,1.2,1.35,1.48,1.59,1.68,1.76,2.575446861231617,-2.141372091932513,-2.1256330477203753,0.9749803057398118
2014-09-23,0.47,0.56,0.67,0.85,1.03,1.2,1.35,1.47,1.58,1.67,1.75,2.548261892337489,-2.112595558493056,-2.10714945179282,0.9654249162961818
2014-09-24,0.47,0.56,0.67,0.85,1.03,1.19,1.34,1.47,1.57,1.66,1.74,2.5356087842105905,-2.1037570837393806,-2.067544865922609,0.9737239461882999
2014-09-25,0.46,0.55,0.65,0.82,1.0,1.16,1.31,1.43,1.53,1.63,1.7,2.4997501749880646,-2.0689976468926927,-2.0767761871795924,0.9821372721193035
2014-09-26,0.46,0.54,0.65,0.83,1.0,1.17,1.31,1.44,1.54,1.63,1.71,2.492223491063085,-2.0621923900201957,-2.0962652189982838,0.9607487867380354
2014-09-29,0.46,0.55,0.65,0.82,1.0,1.16,1.31,1.43,1.53,1.62,1.7,2.483743835616834,-2.0516183402477837,-2.0718061453207803,0.9713359639715204
2014-09-30,0.47,0.55,0.66,0.83,1.0,1.16,1.3,1.42,1.52,1.61,1.68,2.436244965876683,-1.9985573287618594,-2.0054488430657478,0.9606773000751857
2014-10-01,0.47,0.54,0.63,0.79,0.95,1.1,1.23,1.34,1.44,1.52,1.6,2.3304706674047053,-1.8805872521477776,-1.95488818338497,0.9789498295538199
2014-10-02,0.46,0.54,0.63,0.78,0.93,1.08,1.2,1.32,1.41,1.5,1.58,2.394451740722827,-1.979385150218572,-1.8080316281021962,1.1191365170058514
2014-10-03,0.46,0.55,0.65,0.81,0.97,1.11,1.24,1.36,1.46,1.54,1.62,2.43012090887338,-2.03093688184063,-1.7416878548785992,1.1131517220540381
2014-10-06,0.46,0.54,0.63,0.79,0.95,1.09,1.22,1.33,1.42,1.51,1.58,2.3105882140216183,-1.8877688840524098,-1.8190711050996105,1.0120707215596358
2014-10-07,0.46,0.53,0.62,0.76,0.92,1.05,1.18,1.28,1.37,1.45,1.53,2.244763406272764,-1.8165383292337616,-1.7768666964728788,1.0304781902815994
2014-10-08,0.46,0.52,0.6,0.75,0.89,1.03,1.15,1.25,1.34,1.42,1.49,2.169370948859022,-1.7248238121941735,-1.8174480547755683,0.9853825946252633
2014-10-09,0.45,0.52,0.61,0.74,0.88,1.02,1.13,1.24,1.33,1.41,1.49,2.2844421945449653,-1.879495021070679,-1.681801986030837,1.1698334000928965
2014-10-10,0.46,0.52,0.6,0.74,0.88,1.0,1.12,1.22,1.31,1.39,1.46,2.183621327735584,-1.7559339220107644,-1.697086594171086,1.0866719265847948
2014-10-13,0.45,0.51,0.58,0.7,0.82,0.94,1.05,1.15,1.23,1.31,1.39,2.2073993876260602,-1.794871761292074,-1.613467839629395,1.2799077829840988
2014-10-14,0.45,0.49,0.55,0.66,0.78,0.89,1.0,1.1,1.18,1.26,1.33,2.0930228921651612,-1.6513337341285435,-1.7451052735090689,1.179828387596624
2014-10-15,0.45,0.48,0.51,0.58,0.65,0.73,0.81,0.89,0.97,1.04,1.11,2.310396263306972,-1.872719918191048,-1.7981033527533414,1.9986658240876833
2014-10-16,0.45,0.5,0.56,0.66,0.77,0.87,0.96,1.05,1.13,1.21,1.28,2.173693941251166,-1.7645333005807031,-1.4815555381147472,1.5233258938085057
2014-10-17,0.45,0.5,0.58,0.7,0.81,0.93,1.03,1.13,1.22,1.31,1.38,2.3294127510820464,-1.9308278904965617,-1.5941358925894331,1.4715651919817776
2014-10-20,0.45,0.5,0.56,0.68,0.8,0.91,1.01,1.11,1.2,1.27,1.35,2.153727919153032,-1.7329566366902704,-1.637760365646825,1.2724669833702504
2014-10-21,0.45,0.5,0.57,0.69,0.82,0.94,1.04,1.14,1.23,1.31,1.38,2.142940373123559,-1.7193277954761106,-1.6757953799343333,1.1798805634164782
2014-10-22,0.45,0.49,0.56,0.68,0.82,0.94,1.06,1.16,1.25,1.33,1.4,2.123541260997175,-1.6712255907359013,-1.8780261445318416,1.0537072577469824
2014-10-23,0.45,0.49,0.56,0.69,0.83,0.96,1.07,1.18,1.28,1.36,1.44,2.2304818193012377,-1.7864890211957052,-1.943794606023927,1.105639690189094
2014-10-24,0.45,0.48,0.55,0.67,0.81,0.94,1.06,1.17,1.26,1.35,1.43,2.229194502930374,-1.7697253195075615,-2.0499028417542178,1.090912670070172
2014-10-27,0.45,0.48,0.55,0.67,0.81,0.94,1.06,1.17,1.26,1.34,1.42,2.171447384700602,-1.7047790652974815,-2.0327978836625378,1.042108136442701
2014-10-28,0.44,0.48,0.54,0.66,0.8,0.93,1.05,1.16,1.26,1.35,1.42,2.2549017962399027,-1.8045826329089523,-2.068238129564785,1.1186275018466696
2014-10-29,0.44,0.48,0.54,0.67,0.81,0.94,1.07,1.18,1.28,1.36,1.44,2.2431157436097893,-1.7875698215185158,-2.097194683107661,1.0709073958830375
2014-10-30,0.45,0.49,0.55,0.67,0.81,0.94,1.06,1.17,1.27,1.35,1.43,2.24594920544784,-1.7846873498537743,-2.055184504107626,1.1059404179916223
2014-10-31,0.45,0.5,0.57,0.7,0.84,0.97,1.09,1.2,1.3,1.38,1.46,2.2788384847521703,-1.8396350106721515,-1.9400134510371765,1.130431079440721
2014-11-03,0.45,0.5,0.57,0.71,0.86,1.0,1.12,1.23,1.32,1.41,1.48,2.2103667575636003,-1.7539945483874182,-2.0025980637225302,0.9990133939505099
2014-11-04,0.45,0.5,0.57,0.7,0.84,0.98,1.1,1.21,1.3,1.39,1.46,2.2325686024486004,-1.7820328092934732,-1.972203042654088,1.0620277411580261
2014-11-05,0.46,0.51,0.58,0.71,0.85,0.99,1.12,1.23,1.33,1.41,1.49,2.2991794663197522,-1.8359746170326527,-2.04454377358652,1.0797001327040852
2014-11-06,0.45,0.5,0.57,0.7,0.84,0.98,1.1,1.21,1.3,1.39,1.46,2.2325686024486004,-1.7820328092934732,-1.972203042654088,1.0620277411580261
2014-11-07,0.45,0.5,0.56,0.69,0.82,0.95,1.07,1.18,1.27,1.35,1.42,2.1842961916143406,-1.7317211256903504,-1.9226264419622912,1.079995596444489
2014-11-10,0.45,0.49,0.56,0.69,0.83,0.96,1.08,1.18,1.27,1.35,1.42,2.1134708073146324,-1.6532442740007953,-1.9267545124059453,0.996326237905731
2014-11-11,0.45,0.5,0.56,0.69,0.83,0.97,1.09,1.2,1.29,1.37,1.44,2.1689430269125354,-1.7017931313417467,-2.003946696059738,1.0084139330110886
2014-11-12,0.44,0.47,0.52,0.64,0.78,0.91,1.04,1.15,1.24,1.33,1.4,2.176610023965484,-1.6958861121774165,-2.18241380111263,1.0294323419257183
2014-11-13,0.44,0.47,0.52,0.63,0.76,0.89,1.01,1.12,1.22,1.3,1.38,2.222686463508225,-1.7551320183739394,-2.147035279387477,1.1261452225073705
2014-11-14,0.44,0.47,0.52,0.62,0.74,0.86,0.97,1.07,1.16,1.24,1.32,2.14755401856684,-1.6948511186580961,-1.9623846797966875,1.1955952133914103
2014-11-17,0.44,0.47,0.51,0.61,0.74,0.86,0.97,1.07,1.16,1.24,1.31,2.06748540716501,-1.5939468175127156,-2.009059172070756,1.0914203282585588
2014-11-18,0.44,0.47,0.52,0.62,0.74,0.86,0.97,1.08,1.17,1.25,1.32,2.1429903085503215,-1.683554410043905,-1.9988799053819766,1.1677398639047682
2014-11-19,0.44,0.47,0.52,0.64,0.76,0.89,1.0,1.1,1.19,1.27,1.35,2.111706534230507,-1.654596241951249,-1.970869478569277,1.0986725695565644
2014-11-20,0.44,0.47,0.52,0.62,0.74,0.86,0.97,1.07,1.16,1.24,1.31,2.099986776133769,-1.6419034337067333,-1.9463968346606961,1.150187730094181
2014-11-21,0.45,0.47,0.51,0.6,0.71,0.83,0.93,1.03,1.11,1.19,1.26,2.019898846144522,-1.5376614510899076,-1.948023854372095,1.1410844952651082
2014-11-24,0.44,0.48,0.52,0.62,0.73,0.84,0.95,1.04,1.12,1.2,1.27,2.0481540343131925,-1.6011638331816291,-1.7906039142321544,1.211573974520276
2014-11-25,0.44,0.47,0.52,0.61,0.72,0.83,0.93,1.02,1.1,1.17,1.23,1.914209517790459,-1.4594260896027338,-1.7173446937787027,1.117884171937411
2014-11-26,0.44,0.47,0.51,0.6,0.7,0.8,0.9,0.99,1.07,1.14,1.21,1.9851267912222985,-1.5384400607368205,-1.7276842614985393,1.2635098993096971
2014-11-27,0.44,0.47,0.51,0.59,0.69,0.79,0.88,0.96,1.04,1.1,1.17,1.8691348765801108,-1.4217491739863257,-1.6059823162987477,1.2261305897458552
2014-11-28,0.44,0.46,0.5,0.58,0.68,0.78,0.87,0.96,1.03,1.1,1.17,1.8813058723446607,-1.4256141736768235,-1.6962636831474387,1.2086457516054712
2014-12-01,0.44,0.46,0.5,0.58,0.68,0.78,0.87,0.95,1.03,1.1,1.16,1.8535862735691977,-1.3972307143955334,-1.6709750600123605,1.1895474841725877
2014-12-02,0.44,0.47,0.51,0.6,0.71,0.81,0.91,1.0,1.08,1.16,1.23,2.032215897836541,-1.5867365049670368,-1.7747065399210984,1.2743508922027929
2014-12-03,0.44,0.47,0.52,0.62,0.73,0.84,0.95,1.04,1.13,1.2,1.27,2.0241097506622996,-1.574334144648899,-1.807546468742693,1.1689848711216038
2014-12-04,0.44,0.46,0.51,0.6,0.71,0.82,0.93,1.02,1.11,1.19,1.26,2.0721336661112235,-1.6162658525089948,-1.9114455199321188,1.216018020497435
2014-12-05,0.44,0.47,0.53,0.64,0.76,0.88,0.99,1.09,1.17,1.25,1.32,2.041221576806746,-1.5909775566769735,-1.8472975110607102,1.0909030404639288
2014-12-08,0.44,0.47,0.52,0.62,0.74,0.86,0.97,1.06,1.14,1.22,1.28,1.9590833049848062,-1.4926078844782782,-1.8480174641098104,1.0471345020004443
2014-12-09,0.44,0.47,0.51,0.6,0.71,0.82,0.92,1.01,1.09,1.17,1.23,1.9643230366197126,-1.5059033163492943,-1.7917359097712566,1.164102085845965
2014-12-10,0.44,0.47,0.51,0.61,0.72,0.83,0.93,1.02,1.1,1.17,1.24,1.9328336515108713,-1.4755721109295705,-1.759532234238539,1.1203189457089264
2014-12-11,0.44,0.47,0.51,0.6,0.71,0.82,0.93,1.02,1.1,1.17,1.24,1.9605607085394674,-1.495592274055837,-1.827881534795044,1.1326022673471479
2014-12-12,0.44,0.46,0.49,0.57,0.67,0.77,0.87,0.95,1.03,1.1,1.16,1.8537943045644631,-1.3818389367023252,-1.76682145875623,1.151854797067665
2014-12-15,0.44,0.46,0.5,0.58,0.68,0.78,0.87,0.96,1.03,1.1,1.16,1.832856220916311,-1.3717908395338985,-1.6775460949391352,1.1549989779418826
2014-12-16,0.44,0.46,0.49,0.57,0.66,0.76,0.85,0.93,1.0,1.07,1.13,1.7983912546538594,-1.334153865500115,-1.6573003060527451,1.1751157666273016
2014-12-17,0.44,0.46,0.49,0.57,0.66,0.76,0.85,0.93,1.0,1.06,1.12,1.7347302307808106,-1.2643599469868105,-1.6235327297116067,1.1089553091698265
2014-12-18,0.44,0.47,0.51,0.6,0.71,0.81,0.91,1.0,1.08,1.15,1.21,1.9093210297661016,-1.4526583319717772,-1.7208046066739815,1.1489043404239112
2014-12-19,0.44,0.47,0.51,0.6,0.71,0.81,0.91,1.0,1.07,1.14,1.2,1.8495260620989664,-1.3893420421589706,-1.6799180036797592,1.0984924324174266
2014-12-22,0.44,0.47,0.51,0.6,0.7,0.81,0.9,0.98,1.06,1.12,1.18,1.8009803158174078,-1.3425347952584,-1.615519581174875,1.0889673921262242
2014-12-23,0.44,0.47,0.52,0.61,0.71,0.82,0.91,1.0,1.07,1.14,1.2,1.8572627166097837,-1.4101901207883756,-1.605030354347023,1.1374657497268352
2014-12-24,0.44,0.47,0.51,0.6,0.71,0.81,0.91,1.0,1.08,1.15,1.22,1.9567009229168055,-1.5053348334115162,-1.7369246742540183,1.199916455817767
2014-12-29,0.44,0.46,0.5,0.59,0.69,0.79,0.89,0.97,1.05,1.12,1.17,1.813038315066376,-1.3473916486800304,-1.688997998057265,1.092148451270044
2014-12-30,0.44,0.46,0.5,0.59,0.69,0.79,0.88,0.96,1.03,1.1,1.15,1.7381833162720712,-1.2741491866002679,-1.5997525346286332,1.0552617223845409
2014-12-31,0.46,0.47,0.5,0.58,0.68,0.77,0.86,0.94,1.01,1.07,1.12,1.677244513603176,-1.1725417531009692,-1.636887095168213,1.0175749763475206
2015-01-02,0.44,0.46,0.49,0.57,0.66,0.75,0.84,0.91,0.98,1.05,1.1,1.7196542777548118,-1.2592371501876753,-1.548073880618777,1.1534065486142777
2015-01-05,0.44,0.45,0.48,0.54,0.62,0.71,0.79,0.86,0.92,0.98,1.03,1.5912759055811654,-1.1182423125308085,-1.489818415112114,1.1215005336308643
2015-01-06,0.44,0.45,0.47,0.53,0.6,0.67,0.74,0.8,0.86,0.91,0.96,1.4977537572997186,-1.0369553038215915,-1.3141833537323344,1.212339501443355
2015-01-07,0.44,0.44,0.47,0.53,0.61,0.68,0.76,0.82,0.88,0.93,0.98,1.4717522967734764,-0.9988813594676749,-1.3755765821004036,1.079239398563738
2015-01-08,0.43,0.45,0.47,0.54,0.62,0.7,0.78,0.85,0.91,0.97,1.02,1.5975519677919972,-1.1446876624618767,-1.4318875346240212,1.177190637709078
2015-01-09,0.43,0.44,0.46,0.52,0.6,0.67,0.74,0.81,0.87,0.93,0.97,1.5265578933988393,-1.0699410113502885,-1.39397649206919,1.1813650269274483
2015-01-12,0.43,0.44,0.47,0.52,0.59,0.66,0.73,0.8,0.85,0.9,0.95,1.4942057893371339,-1.0458566853915534,-1.2975324924833023,1.2315179124392173
2015-01-13,0.44,0.44,0.46,0.52,0.59,0.66,0.73,0.8,0.85,0.91,0.95,1.4629413612949942,-0.9881654342115871,-1.3781393294432192,1.1286980930954593
2015-01-14,0.43,0.44,0.46,0.51,0.57,0.63,0.7,0.76,0.81,0.86,0.91,1.486913357947961,-1.0424104423903588,-1.262483752889922,1.3578487327299544
2015-01-15,0.43,0.44,0.45,0.48,0.54,0.61,0.67,0.74,0.8,0.85,0.9,1.59468125918079,-1.1322345006970171,-1.4993480358342384,1.451882173855303
2015-01-16,0.44,0.45,0.47,0.52,0.59,0.66,0.73,0.79,0.85,0.9,0.95,1.5124646426202997,-1.04902465345209,-1.3420022136147687,1.253071880354311
2015-01-19,0.44,0.45,0.47,0.52,0.58,0.65,0.72,0.79,0.84,0.89,0.94,1.516543252945109,-1.0528124367400862,-1.3440602479143111,1.2856662031520283
2015-01-20,0.44,0.45,0.47,0.54,0.61,0.69,0.76,0.83,0.88,0.93,0.97,1.4207623297457233,-0.9433338933686288,-1.3227876002387202,1.0195471860359768
2015-01-21,0.43,0.44,0.45,0.5,0.57,0.64,0.71,0.77,0.83,0.89,0.93,1.5072715383066426,-1.044762603164082,-1.4064057110084358,1.2456126262753993
2015-01-22,0.43,0.44,0.45,0.5,0.58,0.65,0.72,0.79,0.85,0.91,0.96,1.5765593400484763,-1.1128532174863972,-1.4943629055240013,1.2602109102162748
2015-01-23,0.43,0.44,0.45,0.49,0.56,0.63,0.7,0.76,0.82,0.87,0.91,1.4499891514667638,-0.9793889774096605,-1.3841336244913376,1.1964952278737506
2015-01-26,0.44,0.45,0.47,0.53,0.6,0.68,0.75,0.81,0.87,0.92,0.96,1.4432283190561266,-0.9691890352054946,-1.3284798750030447,1.0862390169789238
2015-01-27,0.43,0.45,0.47,0.53,0.61,0.68,0.76,0.82,0.88,0.93,0.98,1.5114669059598367,-1.0595017433436653,-1.326577502030343,1.1704079409060604
2015-01-28,0.43,0.44,0.47,0.53,0.6,0.67,0.74,0.8,0.85,0.9,0.94,1.3928979235117405,-0.9429013912297333,-1.2028026568847388,1.0947939766176047
2015-01-29,0.44,0.44,0.46,0.51,0.58,0.65,0.71,0.77,0.82,0.87,0.91,1.3539035934194044,-0.8775805660982015,-1.2587583884496785,1.079307133701192
2015-01-30,0.44,0.44,0.46,0.5,0.56,0.62,0.68,0.74,0.78,0.83,0.86,1.2888658215251663,-0.8154147032031394,-1.1642839310701893,1.1203354679845456
2015-02-02,0.44,0.44,0.46,0.51,0.58,0.65,0.71,0.77,0.82,0.86,0.89,1.2683832265708272,-0.7794440960255755,-1.2167671026535798,0.9581189780873208
2015-02-03,0.44,0.45,0.47,0.53,0.61,0.69,0.76,0.82,0.87,0.92,0.97,1.4110782002477977,-0.9321590247098204,-1.3197916721959073,1.0180277773733493
2015-02-04,0.44,0.46,0.49,0.55,0.64,0.72,0.79,0.86,0.92,0.97,1.01,1.4934143188163145,-1.0272161747226682,-1.3232102777373353,1.055045624477748
2015-02-05,0.44,0.45,0.48,0.56,0.64,0.73,0.81,0.88,0.94,0.99,1.04,1.5180054144326571,-1.0408392457078517,-1.4356872207493463,0.9927897123195759
2015-02-06,0.44,0.46,0.51,0.61,0.73,0.83,0.91,0.99,1.05,1.1,1.15,1.5691128578861264,-1.0805462776709618,-1.5455510668714316,0.8120876119410408
2015-02-09,0.44,0.45,0.5,0.59,0.7,0.79,0.87,0.94,1.0,1.06,1.1,1.5243080063490437,-1.0430347363520016,-1.4709441598703146,0.8573764291902966
2015-02-10,0.44,0.46,0.51,0.61,0.72,0.82,0.9,0.98,1.04,1.09,1.14,1.5707520609211423,-1.0918693791755374,-1.5007228008285067,0.8460469533686784
2015-02-11,0.44,0.46,0.5,0.6,0.71,0.81,0.89,0.97,1.03,1.09,1.14,1.6021160680412434,-1.1224479098477138,-1.539863361683746,0.8876410800154352
2015-02-12,0.44,0.44,0.48,0.57,0.67,0.77,0.85,0.93,1.0,1.06,1.11,1.6159402563742515,-1.125676175886679,-1.6371619238842365,0.9371672028429259
2015-02-13,0.43,0.43,0.46,0.55,0.65,0.75,0.84,0.92,0.99,1.05,1.11,1.6488492230145708,-1.1598950814177522,-1.7323743225561299,0.9604939666517095
2015-02-16,0.44,0.43,0.46,0.55,0.66,0.76,0.85,0.93,1.0,1.06,1.11,1.6020154159468831,-1.074900278624016,-1.8075144061075528,0.8679057000843569
2015-02-17,0.44,0.44,0.48,0.57,0.68,0.78,0.88,0.97,1.06,1.13,1.19,1.8761872313758285,-1.3917396965681514,-1.9097512659829432,1.0756495567695123
2015-02-18,0.45,0.46,0.5,0.6,0.72,0.83,0.93,1.02,1.1,1.17,1.23,1.8363357590086138,-1.3336407112390973,-1.8791404990749903,0.9681955595640946
2015-02-19,0.45,0.45,0.49,0.59,0.71,0.82,0.92,1.01,1.08,1.15,1.21,1.7659240968197425,-1.2446236168002107,-1.9036059548581101,0.9043171200555101
2015-02-20,0.45,0.45,0.49,0.58,0.69,0.79,0.89,0.97,1.04,1.11,1.16,1.7071095578918387,-1.1965630887947216,-1.7816007662747846,0.9371515485071156
2015-02-23,0.45,0.45,0.49,0.58,0.69,0.8,0.9,0.99,1.06,1.13,1.19,1.7793553597239034,-1.2665731713000432,-1.8775991648246846,0.9619901543573499
2015-02-24,0.45,0.45,0.48,0.57,0.68,0.78,0.88,0.96,1.03,1.1,1.16,1.7281957525775644,-1.2140865088856756,-1.828109944447112,0.9625907598464529
2015-02-25,0.45,0.45,0.48,0.58,0.69,0.79,0.88,0.96,1.03,1.09,1.15,1.6549397750066852,-1.1368909933708662,-1.7595364488367773,0.8971076838015482
2015-02-26,0.45,0.46,0.5,0.6,0.71,0.82,0.91,0.99,1.07,1.13,1.18,1.7088903753723095,-1.2043997447127652,-1.738513384025373,0.9133719389856579
2015-02-27,0.45,0.47,0.51,0.61,0.73,0.85,0.95,1.04,1.12,1.18,1.24,1.817679424833253,-1.310848265451198,-1.8582312890371122,0.9285134077481239
2015-03-02,0.45,0.47,0.51,0.62,0.74,0.85,0.96,1.05,1.13,1.19,1.25,1.8295587238176625,-1.326247419063106,-1.8574155169579505,0.9268542826241413
2015-03-03,0.46,0.47,0.52,0.64,0.77,0.9,1.0,1.1,1.18,1.25,1.31,1.8854242908518737,-1.3553750717518005,-2.0110169137578087,0.8693050788647593
2015-03-04,0.46,0.47,0.52,0.65,0.78,0.9,1.01,1.11,1.2,1.27,1.34,1.9696106474989357,-1.4561861774299119,-2.03400264817365,0.926120086638021
2015-03-05,0.46,0.47,0.52,0.64,0.77,0.89,1.0,1.1,1.18,1.25,1.32,1.9287563774024554,-1.4098629919997752,-2.0098352836222766,0.9136978625454371
2015-03-06,0.46,0.48,0.54,0.66,0.81,0.94,1.06,1.16,1.25,1.33,1.39,2.0355069084014685,-1.5164687826135448,-2.1174420614436453,0.9013744451717657
